Sector,Tiene_Parqueadero_Num,Precio_Venta_COP,Estrato,Area_Construida_m2,Distancia_CC_SanNicolas_km,Conjunto_Cerrado_Num,Urbana_Rural_Num,Topografia_Num
Corregimiento Centro (Río Abajo),1,1777000000,4,1136.11,6.0,0,0,2
Comuna 4 (El Porvenir),1,754000000,3,164.44,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3524000000,6,434.8,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,6086000000,6,714.32,12.0,1,0,1
Comuna 1 (Centro Histórico),0,698000000,4,141.37,1.5,0,1,0
Comuna 2 (San Antonio),1,717000000,4,143.48,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,2017000000,5,280.11,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1239000000,4,148.94,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,582000000,2,113.19,12.0,0,1,1
Comuna 4 (El Porvenir),1,560000000,3,127.7,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1553000000,2,250.71,10.0,0,0,3
Comuna 1 (Centro Histórico),0,530000000,2,158.66,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,582000000,2,113.99,12.0,0,1,1
Comuna 4 (El Porvenir),1,956000000,4,186.98,2.5,1,1,0
Comuna 2 (San Antonio),1,739000000,5,134.12,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,366000000,2,75.34,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,2242000000,4,1343.21,6.0,0,0,2
Comuna 4 (El Porvenir),1,847000000,4,164.02,2.5,1,1,0
Comuna 1 (Centro Histórico),0,473000000,2,138.84,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,2062000000,4,1351.9,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1651000000,2,250.25,10.0,0,0,3
Comuna 4 (El Porvenir),1,887000000,4,178.5,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2174000000,4,1428.06,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3417000000,6,415.69,12.0,1,0,1
Comuna 1 (Centro Histórico),0,500000000,2,142.65,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,541000000,3,92.7,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1515000000,4,992.27,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4129000000,4,421.76,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1396000000,3,1166.99,6.0,0,0,2
Comuna 2 (San Antonio),1,801000000,3,176.71,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1443000000,4,174.9,10.0,0,0,3
Comuna 1 (Centro Histórico),0,596000000,2,163.62,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1282000000,2,199.95,10.0,0,0,3
Comuna 1 (Centro Histórico),0,401000000,2,112.39,1.5,0,1,0
Comuna 1 (Centro Histórico),0,521000000,2,147.16,1.5,0,1,0
Comuna 4 (El Porvenir),1,800000000,4,150.42,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2217000000,4,1341.99,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3229000000,6,364.35,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4894000000,5,417.84,14.0,1,0,2
Comuna 2 (San Antonio),1,924000000,5,174.83,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1438000000,3,1179.88,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1674000000,3,218.71,10.0,0,0,3
Comuna 2 (San Antonio),1,690000000,5,121.77,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4374000000,5,594.68,12.0,1,0,1
Comuna 4 (El Porvenir),1,900000000,4,170.05,2.5,1,1,0
Comuna 4 (El Porvenir),1,604000000,4,115.15,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,5452000000,6,647.21,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,964000000,2,152.37,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4367000000,6,500.33,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,429000000,2,88.47,12.0,0,1,1
Comuna 4 (El Porvenir),1,965000000,3,201.72,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,2055000000,4,234.13,10.0,0,0,3
Comuna 1 (Centro Histórico),0,434000000,2,124.32,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1562000000,4,939.46,6.0,0,0,2
Comuna 2 (San Antonio),1,653000000,3,149.71,3.5,0,1,0
Comuna 4 (El Porvenir),1,475000000,3,104.88,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,4717000000,6,538.72,12.0,1,0,1
Comuna 1 (Centro Histórico),0,484000000,3,119.22,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1654000000,3,1356.59,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1225000000,4,766.56,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1868000000,3,1598.97,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,931000000,3,162.54,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,4626000000,6,317.12,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,639000000,3,109.54,12.0,0,1,1
Comuna 1 (Centro Histórico),0,657000000,4,136.5,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1815000000,4,1130.09,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1680000000,3,223.09,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1511000000,2,228.68,10.0,0,0,3
Comuna 1 (Centro Histórico),0,594000000,4,118.54,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1332000000,2,213.44,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4113000000,5,589.49,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1374000000,2,205.14,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,5324000000,6,384.57,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4672000000,5,656.5,12.0,1,0,1
Comuna 2 (San Antonio),1,878000000,5,165.0,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1320000000,2,206.58,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3771000000,4,387.69,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3804000000,5,304.9,14.0,1,0,2
Comuna 2 (San Antonio),1,612000000,4,130.0,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,630000000,3,104.13,12.0,0,1,1
Comuna 1 (Centro Histórico),0,555000000,2,158.47,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,345000000,2,67.34,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1566000000,2,231.52,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1210000000,4,136.73,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4996000000,5,684.05,12.0,1,0,1
Comuna 4 (El Porvenir),1,609000000,4,120.56,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1510000000,2,223.79,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1378000000,2,220.57,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3614000000,5,519.18,12.0,1,0,1
Comuna 4 (El Porvenir),1,771000000,3,163.88,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2095000000,4,1314.6,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1603000000,4,995.53,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1496000000,3,1249.32,6.0,0,0,2
Comuna 1 (Centro Histórico),0,642000000,4,133.77,1.5,0,1,0
Comuna 1 (Centro Histórico),0,452000000,2,124.89,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,770000000,3,630.51,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4537000000,6,309.27,14.0,1,0,2
Comuna 1 (Centro Histórico),0,504000000,3,118.79,1.5,0,1,0
Comuna 2 (San Antonio),1,882000000,4,172.58,3.5,0,1,0
Comuna 2 (San Antonio),1,867000000,5,152.46,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,985000000,3,853.38,6.0,0,0,2
Comuna 4 (El Porvenir),1,506000000,4,93.45,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,737000000,3,122.1,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,4417000000,6,327.71,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,563000000,3,93.16,12.0,0,1,1
Comuna 4 (El Porvenir),1,811000000,4,156.26,2.5,1,1,0
Comuna 2 (San Antonio),1,776000000,4,151.44,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5079000000,6,617.68,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1558000000,2,231.94,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1880000000,4,1151.86,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,5208000000,5,416.14,14.0,1,0,2
Comuna 4 (El Porvenir),1,624000000,3,129.57,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,561000000,3,96.5,12.0,0,1,1
Comuna 4 (El Porvenir),1,544000000,3,120.87,2.5,1,1,0
Comuna 4 (El Porvenir),1,788000000,4,151.77,2.5,1,1,0
Comuna 1 (Centro Histórico),0,425000000,2,116.6,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1635000000,4,1069.68,6.0,0,0,2
Comuna 2 (San Antonio),1,630000000,4,129.95,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,2969000000,5,258.3,14.0,1,0,2
Comuna 1 (Centro Histórico),0,578000000,3,144.29,1.5,0,1,0
Comuna 2 (San Antonio),1,535000000,4,107.09,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1306000000,4,790.71,6.0,0,0,2
Comuna 4 (El Porvenir),1,813000000,4,153.21,2.5,1,1,0
Comuna 2 (San Antonio),1,718000000,4,141.49,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,467000000,2,96.96,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1570000000,4,963.99,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,2967000000,4,298.4,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1278000000,3,1069.34,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1800000000,3,1470.09,6.0,0,0,2
Comuna 1 (Centro Histórico),0,767000000,4,164.6,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3002000000,4,297.56,14.0,1,0,2
Comuna 4 (El Porvenir),1,1103000000,4,207.94,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,671000000,3,117.23,12.0,0,1,1
Comuna 2 (San Antonio),1,831000000,5,149.28,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1741000000,4,215.38,10.0,0,0,3
Comuna 2 (San Antonio),1,406000000,4,85.79,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,368000000,2,76.02,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1804000000,4,214.96,10.0,0,0,3
Comuna 2 (San Antonio),1,838000000,4,170.1,3.5,0,1,0
Comuna 1 (Centro Histórico),0,318000000,2,89.31,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4794000000,6,572.1,12.0,1,0,1
Comuna 2 (San Antonio),1,724000000,4,152.26,3.5,0,1,0
Comuna 4 (El Porvenir),1,619000000,4,115.14,2.5,1,1,0
Comuna 2 (San Antonio),1,718000000,4,148.59,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,5724000000,6,400.0,14.0,1,0,2
Comuna 4 (El Porvenir),1,833000000,3,173.06,2.5,1,1,0
Comuna 2 (San Antonio),1,798000000,4,165.15,3.5,0,1,0
Comuna 2 (San Antonio),1,649000000,3,140.97,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1568000000,4,936.63,6.0,0,0,2
Comuna 4 (El Porvenir),1,912000000,4,167.19,2.5,1,1,0
Comuna 1 (Centro Histórico),0,358000000,2,106.15,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1617000000,2,240.25,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1308000000,3,175.93,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,2772000000,5,405.18,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,3979000000,5,554.72,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1218000000,4,136.52,10.0,0,0,3
Comuna 1 (Centro Histórico),0,475000000,2,134.12,1.5,0,1,0
Comuna 2 (San Antonio),1,485000000,3,111.18,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5220000000,6,593.04,12.0,1,0,1
Comuna 1 (Centro Histórico),0,523000000,4,114.16,1.5,0,1,0
Comuna 1 (Centro Histórico),0,576000000,4,123.28,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,7429000000,6,871.49,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,2150000000,3,270.52,10.0,0,0,3
Comuna 4 (El Porvenir),1,760000000,4,149.58,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,1062000000,3,169.18,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1458000000,3,190.88,10.0,0,0,3
Comuna 4 (El Porvenir),1,891000000,3,201.09,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1450000000,2,213.69,10.0,0,0,3
Comuna 2 (San Antonio),1,779000000,5,137.96,3.5,0,1,0
Comuna 4 (El Porvenir),1,854000000,3,185.99,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5812000000,6,401.78,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,564000000,3,95.99,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2375000000,4,283.31,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1435000000,4,911.63,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,606000000,2,118.87,12.0,0,1,1
Comuna 1 (Centro Histórico),0,294000000,2,85.09,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2762000000,4,269.27,14.0,1,0,2
Comuna 2 (San Antonio),1,896000000,4,177.08,3.5,0,1,0
Comuna 1 (Centro Histórico),0,431000000,2,128.44,1.5,0,1,0
Comuna 4 (El Porvenir),1,547000000,3,123.44,2.5,1,1,0
Comuna 4 (El Porvenir),1,847000000,3,178.75,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,6144000000,6,741.07,12.0,1,0,1
Comuna 1 (Centro Histórico),0,627000000,4,127.75,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3366000000,5,274.91,14.0,1,0,2
Comuna 1 (Centro Histórico),0,750000000,4,154.16,1.5,0,1,0
Comuna 1 (Centro Histórico),0,370000000,2,105.76,1.5,0,1,0
Comuna 1 (Centro Histórico),0,599000000,3,148.31,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,644000000,2,131.84,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,5631000000,6,644.4,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1629000000,2,262.15,10.0,0,0,3
Comuna 2 (San Antonio),1,905000000,5,161.04,3.5,0,1,0
Comuna 2 (San Antonio),1,723000000,4,154.82,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1516000000,4,940.65,6.0,0,0,2
Comuna 2 (San Antonio),1,589000000,3,131.41,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2191000000,4,1316.12,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,585000000,3,100.67,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,3910000000,5,563.32,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,5360000000,6,365.11,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4217000000,5,575.37,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1505000000,4,938.88,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,395000000,2,75.87,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,4264000000,4,411.94,14.0,1,0,2
Comuna 1 (Centro Histórico),0,554000000,3,135.04,1.5,0,1,0
Comuna 4 (El Porvenir),1,590000000,3,130.55,2.5,1,1,0
Comuna 1 (Centro Histórico),0,712000000,4,142.28,1.5,0,1,0
Comuna 2 (San Antonio),1,531000000,4,113.09,3.5,0,1,0
Comuna 1 (Centro Histórico),0,574000000,2,158.74,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,680000000,3,117.39,12.0,0,1,1
Comuna 2 (San Antonio),1,1034000000,5,190.81,3.5,0,1,0
Comuna 4 (El Porvenir),1,747000000,3,170.07,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,2597000000,5,220.19,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1391000000,4,838.93,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1660000000,4,996.48,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,5268000000,5,444.18,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1405000000,4,902.01,6.0,0,0,2
Comuna 2 (San Antonio),1,587000000,4,116.47,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,971000000,2,150.31,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1758000000,3,222.74,10.0,0,0,3
Comuna 1 (Centro Histórico),0,432000000,2,124.85,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1480000000,2,228.4,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,2048000000,4,1288.13,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,2685000000,5,361.03,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,2976000000,5,427.68,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,2307000000,4,242.75,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3465000000,6,406.91,12.0,1,0,1
Comuna 2 (San Antonio),1,663000000,4,138.67,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4464000000,6,524.39,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,545000000,2,113.04,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,3551000000,5,302.95,14.0,1,0,2
Comuna 4 (El Porvenir),1,733000000,4,136.9,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3697000000,5,505.44,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,582000000,3,94.52,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,347000000,2,67.47,12.0,0,1,1
Comuna 2 (San Antonio),1,669000000,3,155.48,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,5850000000,6,417.52,14.0,1,0,2
Comuna 2 (San Antonio),1,690000000,3,151.66,3.5,0,1,0
Comuna 4 (El Porvenir),1,474000000,3,104.55,2.5,1,1,0
Comuna 4 (El Porvenir),1,763000000,3,161.73,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1529000000,4,955.17,6.0,0,0,2
Comuna 1 (Centro Histórico),0,403000000,2,117.3,1.5,0,1,0
Comuna 4 (El Porvenir),1,585000000,4,116.96,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5567000000,6,391.44,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1675000000,3,212.93,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1624000000,3,204.7,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3675000000,6,260.79,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,470000000,3,404.11,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1080000000,3,885.04,6.0,0,0,2
Comuna 2 (San Antonio),1,802000000,5,139.03,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,555000000,2,110.32,12.0,0,1,1
Comuna 1 (Centro Histórico),0,489000000,2,141.97,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,2450000000,4,298.94,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1407000000,3,1145.41,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1293000000,4,149.92,10.0,0,0,3
Comuna 4 (El Porvenir),1,811000000,3,179.2,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,356000000,3,58.27,12.0,0,1,1
Comuna 2 (San Antonio),1,667000000,5,115.8,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1629000000,4,1021.67,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3063000000,5,432.16,12.0,1,0,1
Comuna 1 (Centro Histórico),0,537000000,4,109.73,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,4808000000,6,358.45,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,670000000,2,135.6,12.0,0,1,1
Comuna 2 (San Antonio),1,563000000,3,124.2,3.5,0,1,0
Comuna 2 (San Antonio),1,731000000,5,139.37,3.5,0,1,0
Comuna 1 (Centro Histórico),0,466000000,2,138.4,1.5,0,1,0
Comuna 1 (Centro Histórico),0,598000000,4,123.98,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1358000000,4,857.08,6.0,0,0,2
Comuna 4 (El Porvenir),1,784000000,3,173.85,2.5,1,1,0
Comuna 4 (El Porvenir),1,414000000,4,82.5,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,2455000000,4,240.32,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3715000000,5,325.64,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1998000000,4,1254.73,6.0,0,0,2
Comuna 1 (Centro Histórico),0,806000000,4,175.8,1.5,0,1,0
Comuna 1 (Centro Histórico),0,566000000,3,135.59,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,570000000,2,116.12,12.0,0,1,1
Comuna 4 (El Porvenir),1,1078000000,4,201.72,2.5,1,1,0
Comuna 2 (San Antonio),1,975000000,4,206.7,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1935000000,4,222.96,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1316000000,4,148.31,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1472000000,2,223.79,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,806000000,3,673.13,6.0,0,0,2
Comuna 4 (El Porvenir),1,590000000,4,110.06,2.5,1,1,0
Comuna 4 (El Porvenir),1,767000000,4,148.95,2.5,1,1,0
Comuna 1 (Centro Histórico),0,514000000,3,130.74,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1200000000,4,145.41,10.0,0,0,3
Comuna 1 (Centro Histórico),0,478000000,2,133.91,1.5,0,1,0
Comuna 4 (El Porvenir),1,911000000,3,203.9,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3679000000,6,437.0,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,5511000000,5,731.71,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3897000000,4,386.28,14.0,1,0,2
Comuna 4 (El Porvenir),1,415000000,4,83.31,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1963000000,4,221.31,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1443000000,3,1260.65,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3205000000,5,443.41,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1841000000,4,1149.78,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2111000000,4,1260.38,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4812000000,5,421.63,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,4443000000,5,385.69,14.0,1,0,2
Comuna 4 (El Porvenir),1,529000000,4,97.81,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4222000000,5,344.34,14.0,1,0,2
Comuna 1 (Centro Histórico),0,485000000,2,133.03,1.5,0,1,0
Comuna 1 (Centro Histórico),0,576000000,4,120.71,1.5,0,1,0
Comuna 1 (Centro Histórico),0,502000000,3,124.61,1.5,0,1,0
Comuna 2 (San Antonio),1,701000000,4,141.62,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2289000000,4,1503.07,6.0,0,0,2
Comuna 1 (Centro Histórico),0,542000000,4,110.98,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1228000000,2,195.1,10.0,0,0,3
Comuna 1 (Centro Histórico),0,725000000,3,174.93,1.5,0,1,0
Comuna 4 (El Porvenir),1,807000000,4,158.89,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3910000000,5,551.08,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,986000000,2,150.36,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3751000000,6,450.88,12.0,1,0,1
Comuna 1 (Centro Histórico),0,669000000,4,142.71,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,2132000000,4,1351.61,6.0,0,0,2
Comuna 1 (Centro Histórico),0,623000000,2,174.49,1.5,0,1,0
Comuna 1 (Centro Histórico),0,533000000,3,133.69,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2590000000,5,223.54,14.0,1,0,2
Comuna 4 (El Porvenir),1,654000000,3,138.31,2.5,1,1,0
Comuna 4 (El Porvenir),1,731000000,4,137.9,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2045000000,4,1297.4,6.0,0,0,2
Comuna 4 (El Porvenir),1,871000000,4,163.88,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,4898000000,6,583.45,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1448000000,2,233.86,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1791000000,3,226.28,10.0,0,0,3
Comuna 2 (San Antonio),1,885000000,4,190.03,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3551000000,5,507.45,12.0,1,0,1
Comuna 4 (El Porvenir),1,833000000,3,187.81,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1351000000,4,819.6,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,542000000,2,113.05,12.0,0,1,1
Comuna 2 (San Antonio),1,688000000,4,138.15,3.5,0,1,0
Comuna 1 (Centro Histórico),0,683000000,4,137.13,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,4576000000,6,314.18,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3887000000,5,533.25,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,6007000000,6,421.83,14.0,1,0,2
Comuna 2 (San Antonio),1,493000000,3,114.75,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2056000000,4,1253.29,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1903000000,3,245.61,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,932000000,3,781.95,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,728000000,3,124.69,12.0,0,1,1
Comuna 2 (San Antonio),1,628000000,5,115.05,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5096000000,6,610.03,12.0,1,0,1
Comuna 4 (El Porvenir),1,1153000000,4,213.67,2.5,1,1,0
Comuna 1 (Centro Histórico),0,533000000,3,127.81,1.5,0,1,0
Comuna 4 (El Porvenir),1,619000000,4,114.26,2.5,1,1,0
Comuna 4 (El Porvenir),1,905000000,4,170.74,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1322000000,3,1077.33,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3791000000,6,428.38,12.0,1,0,1
Comuna 4 (El Porvenir),1,718000000,4,135.04,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1900000000,4,1136.74,6.0,0,0,2
Comuna 4 (El Porvenir),1,826000000,3,187.86,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3239000000,6,372.04,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,2111000000,4,1372.46,6.0,0,0,2
