Sector,Tiene_parqueadero,Precio_venta_COP,Estrato,Area_construida_m2,Distancia_CC_San_Nicolas_km,Urbana_Rural,Tiene_conjunto_cerrado,Topografia
Comuna 4 (El Porvenir),1,372892681,4,74.2,2.81,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,538242836,4,171.8,10.69,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,301863372,3,78.3,1.45,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,286636855,2,46.7,1.56,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),0,533956750,5,78.4,3.45,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,206328448,3,60.2,1.99,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,229826681,2,40.7,1.96,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4042667817,6,359.2,10.72,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,253074368,3,68.5,1.95,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,211561260,3,51.3,2.11,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,968434360,4,175.6,5.19,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,332420361,3,75.0,2.93,Urbana,1,Plana
Comuna 2 (San Antonio),1,391426736,5,75.9,4.04,Urbana,0,Plana
Corregimiento Centro (Río Abajo),0,665134067,4,167.6,7.35,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,741180471,4,222.3,5.26,Rural,0,Ondulada
Comuna 4 (El Porvenir),0,370923915,4,72.3,2.89,Urbana,1,Plana
Comuna 4 (El Porvenir),1,328665906,3,78.2,2.58,Urbana,0,Plana
Comuna 1 (Centro Histórico),0,287282442,2,70.9,1.62,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,324607189,4,41.2,3.14,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3511714523,6,269.1,13.76,Rural,0,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3898924665,6,337.6,11.11,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,795524367,3,154.8,6.65,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,578634866,3,141.8,9.84,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,309439697,2,85.6,1.49,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,602918351,3,144.8,13.59,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,668693414,3,117.5,11.08,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,943121303,3,191.2,5.98,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1479683343,6,201.5,13.68,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),0,688187995,4,187.6,4.18,Rural,0,Ondulada
Comuna 2 (San Antonio),1,472607985,5,61.3,3.66,Urbana,1,Plana
Comuna 2 (San Antonio),1,452969169,4,61.5,3.96,Urbana,1,Plana
Comuna 4 (El Porvenir),1,350099981,4,61.1,2.51,Urbana,1,Plana
Comuna 4 (El Porvenir),1,326671985,4,67.9,2.56,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1600611241,5,141.2,10.46,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,246457364,3,57.8,2.87,Urbana,1,Plana
Comuna 2 (San Antonio),1,425178634,4,76.3,4.09,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,671037007,3,137.3,13.09,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,801784916,4,184.6,5.56,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,224997597,3,61.0,1.69,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3268188495,5,363.2,11.25,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,233794821,3,61.1,2.66,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,304946113,3,50.0,1.66,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),0,296709844,3,63.3,3.87,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,271659238,2,72.6,2.88,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,756886516,4,133.5,7.73,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1740249733,4,233.5,13.28,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,348056161,2,63.3,1.55,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,268192933,3,62.1,2.11,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,274551559,4,75.1,1.54,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,650080905,3,132.8,9.88,Rural,1,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,598335797,3,128.6,7.67,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,616039811,4,171.7,5.97,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3206998699,5,278.3,11.85,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),0,679937672,4,159.4,5.67,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,452557791,4,66.3,3.0,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,797262357,3,178.5,5.97,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,204996500,3,59.6,2.09,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4042417999,5,340.4,8.88,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,347988827,3,55.5,2.02,Urbana,1,Plana
Corregimiento Sur (Cabeceras),0,1513623260,6,164.5,13.76,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),0,1286355680,4,163.4,14.2,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1627811735,6,198.8,17.11,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),0,1747648530,4,163.9,14.09,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,263698387,2,64.2,1.8,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,798166345,3,194.0,7.02,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,252900551,3,65.4,1.76,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,360440000,3,89.8,2.69,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),1,198106420,2,52.2,1.55,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1321944771,6,169.0,15.79,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,537280422,4,141.2,9.01,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),0,789456072,3,198.9,7.77,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,350033402,2,62.9,1.53,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,727678591,2,111.7,10.35,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3328002808,5,370.7,11.83,Rural,0,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,684348564,2,140.4,8.69,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3312875983,6,262.4,11.92,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3399632940,6,434.9,15.19,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1190222514,5,257.4,18.76,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3011642565,6,411.0,8.25,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,499100401,5,82.5,3.86,Urbana,1,Plana
Comuna 4 (El Porvenir),1,390871564,4,67.1,2.75,Urbana,1,Plana
Comuna 4 (El Porvenir),1,329478200,4,81.5,2.05,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1713023960,5,171.8,17.2,Rural,0,Ondulada
Comuna 2 (San Antonio),1,411112007,3,78.4,4.27,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,616416518,4,147.0,9.01,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,301394183,3,63.9,1.75,Urbana,1,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,646874087,4,177.5,9.74,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,837135845,3,139.3,6.23,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,283785645,2,47.8,2.1,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3606921722,5,311.2,12.71,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,300064614,3,56.3,1.63,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,238471072,2,60.7,1.56,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),1,222338338,3,79.4,1.36,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,372043418,3,73.7,2.97,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,278968903,4,58.5,1.62,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,439740357,4,65.7,2.27,Urbana,1,Plana
Comuna 2 (San Antonio),1,390487604,4,75.5,3.85,Urbana,1,Plana
Comuna 2 (San Antonio),1,448691206,3,73.9,3.75,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1477446290,6,222.4,11.76,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1316313404,6,237.0,16.65,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3794155855,5,382.1,15.53,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),1,231526936,2,48.7,1.92,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4228693788,5,354.1,11.93,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,226729940,4,71.5,3.2,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3021745551,5,389.0,10.81,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,300481923,3,57.1,1.47,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,374602842,4,47.7,2.74,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1251418592,6,224.3,9.52,Rural,1,Ondulada
Comuna 2 (San Antonio),1,397731308,3,75.4,3.72,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1634370083,4,155.0,10.98,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),1,206168208,2,68.5,1.77,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,339506139,4,57.9,3.12,Urbana,1,Plana
Comuna 4 (El Porvenir),1,316341598,4,50.4,2.29,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,257235794,2,67.7,1.38,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,241542706,3,56.5,2.26,Urbana,1,Plana y Ondulada
Comuna 2 (San Antonio),0,500515959,5,77.6,3.24,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),1,458915189,2,126.8,9.64,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,347414597,4,65.2,2.46,Urbana,1,Plana
Comuna 4 (El Porvenir),0,312209789,4,68.9,2.27,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,280462905,2,63.2,1.78,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3048084093,5,322.1,12.91,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,798234565,3,219.7,5.84,Rural,0,Ondulada
Comuna 2 (San Antonio),1,395149111,3,68.6,2.4,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1488687529,6,222.0,12.87,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,203058798,3,53.3,2.54,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,240320285,3,52.0,2.97,Urbana,1,Plana
Comuna 4 (El Porvenir),0,263157333,3,70.1,2.36,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1286896529,4,183.4,12.32,Rural,1,Ondulada
Comuna 2 (San Antonio),1,440078484,3,87.2,4.63,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,820845413,3,169.3,4.89,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3657054261,6,366.7,14.41,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,305631763,4,54.1,2.0,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,796037150,3,181.3,6.04,Rural,0,Ondulada
Comuna 2 (San Antonio),1,715848951,3,93.1,2.91,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1439363854,5,237.9,12.47,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,292953807,2,73.8,1.33,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3217071113,5,280.1,12.86,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,290315468,3,59.3,1.74,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,320825481,3,69.4,2.27,Urbana,1,Plana
Comuna 2 (San Antonio),1,432866805,3,62.1,3.18,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,374955559,2,77.7,1.64,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,301564494,3,52.6,2.43,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),0,626555658,2,133.7,10.23,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,425271112,4,62.2,3.43,Urbana,1,Plana
Comuna 2 (San Antonio),1,480210920,5,66.7,3.54,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,260471416,3,57.1,1.9,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,299952293,2,86.6,1.26,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,638005482,2,175.2,7.81,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,800301862,4,187.6,7.2,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),0,841689257,3,168.1,5.53,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1744814221,6,176.0,16.23,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,281326985,4,80.8,1.2,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3467254024,5,464.6,13.14,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,311771343,3,76.4,2.6,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,240562895,3,57.8,1.76,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1673840172,6,250.0,16.4,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,553908234,4,123.4,8.73,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,241528906,2,59.3,2.26,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,351355106,3,48.0,1.87,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,320256739,2,71.2,1.52,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,355979321,3,63.1,2.92,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3493834845,6,370.0,12.85,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,814214288,4,198.3,5.64,Rural,0,Ondulada
Comuna 2 (San Antonio),1,480044065,4,77.9,2.62,Urbana,1,Plana
Comuna 2 (San Antonio),1,404159876,5,73.0,3.66,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,262311283,3,64.8,1.61,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,929040022,3,147.5,4.72,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,1085833398,3,151.8,5.54,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,409869963,4,72.8,1.92,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,717272037,2,200.6,8.03,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,573965823,3,180.9,8.85,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1975784464,4,230.4,15.06,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,333289118,3,98.2,1.7,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,320709975,3,69.6,3.09,Urbana,1,Plana
Comuna 4 (El Porvenir),0,243329263,3,63.3,2.59,Urbana,1,Plana
Comuna 1 (Centro Histórico),1,231474949,3,83.6,1.54,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,817552401,4,169.5,5.07,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,884617556,4,142.9,10.88,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,515690931,3,149.4,9.76,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,726020848,3,139.7,3.86,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,779232205,3,134.5,8.52,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,212189959,3,58.8,2.08,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,330487380,4,64.7,2.31,Urbana,0,Plana
Comuna 2 (San Antonio),0,497100379,4,73.3,2.53,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,338261048,2,65.1,1.2,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,451285435,2,152.4,11.23,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1442392113,5,185.6,12.91,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,545962642,4,131.9,9.27,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,658372521,3,148.4,10.27,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3159565779,5,323.7,9.22,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,243154215,3,73.6,1.72,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,237142794,4,75.0,1.61,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3587046385,5,425.1,13.41,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3557200702,6,435.0,6.02,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1319417336,6,213.0,13.56,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,456286214,4,61.8,2.21,Urbana,1,Plana
Corregimiento Sur (Cabeceras),0,1042633898,4,214.2,15.29,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,313050672,3,67.9,3.12,Urbana,1,Plana
Comuna 4 (El Porvenir),1,361781337,3,76.7,2.37,Urbana,0,Plana
Comuna 1 (Centro Histórico),0,362911393,3,55.7,1.29,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,663946268,2,156.7,11.42,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,368151613,3,90.3,1.27,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,264092125,2,70.9,1.8,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,312525528,3,78.6,2.39,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,3022902100,5,335.5,13.03,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,653839873,4,169.1,10.76,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,443907555,3,104.5,3.86,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),0,224497539,2,67.3,1.97,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),1,336186475,2,79.9,1.88,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1765150549,5,218.0,13.61,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,270178141,2,60.8,2.0,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,205326471,3,50.9,1.83,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,458465095,3,194.7,10.49,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,225637610,2,64.5,1.72,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,260201009,2,62.6,1.7,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,482493766,4,75.6,3.24,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,881651971,3,192.4,5.52,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1593914837,6,223.7,15.17,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),0,1294067164,4,179.8,15.21,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),0,1036079836,5,197.9,12.31,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,233613922,4,64.2,2.5,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3190377244,6,265.2,12.95,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,1048290673,4,159.2,6.79,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1643539063,5,187.6,16.35,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),1,257953489,2,59.8,1.27,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,193936872,3,55.2,2.13,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1469838222,5,172.0,14.85,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,482331322,4,184.1,10.85,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1462935699,5,202.5,13.65,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,254373420,2,72.1,1.78,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,429122594,4,71.5,2.79,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,352570467,2,61.9,1.3,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,421233939,4,68.4,1.46,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,925651239,3,164.2,5.84,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,699992915,4,229.5,6.91,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1669996538,6,155.2,16.17,Rural,0,Ondulada
Comuna 2 (San Antonio),1,374403694,3,83.3,3.54,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1669835406,5,224.0,13.22,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,522705957,4,156.9,8.56,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1318026329,5,193.0,13.0,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),0,920760268,4,223.3,5.45,Rural,0,Ondulada
Comuna 1 (Centro Histórico),1,323947708,3,49.9,1.81,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,234781308,3,47.9,2.25,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1613520576,6,217.8,14.55,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,218609688,3,52.7,1.65,Urbana,1,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,296239344,2,61.4,2.01,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,533595349,5,73.1,3.74,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,219104771,3,50.3,1.52,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,261060495,3,79.8,1.43,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),0,304284344,3,83.1,3.24,Urbana,1,Plana
Comuna 4 (El Porvenir),1,358590092,4,59.5,2.26,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3818696766,5,274.4,12.68,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,549985158,2,165.7,11.19,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1319731289,5,205.8,13.25,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,710791985,4,169.8,9.2,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,338905961,4,78.2,1.25,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,321518054,2,48.7,2.74,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,287915107,3,81.2,2.03,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,543780318,4,156.5,9.77,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,327803494,4,71.1,1.79,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),0,322178475,3,75.0,2.37,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,272647410,2,57.5,1.73,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,420972452,3,165.3,9.38,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,439349458,3,40.8,2.47,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1406020678,6,165.9,15.6,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,987432888,4,126.7,6.56,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1379258543,4,181.3,13.79,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,4614303791,5,336.1,10.68,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3883919778,5,318.9,12.65,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,366546514,3,68.9,2.25,Urbana,1,Plana
Corregimiento Centro (Río Abajo),0,744313710,3,187.6,5.69,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,274160596,4,55.5,1.13,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1932408827,5,188.0,15.67,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,403501381,2,69.0,1.32,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,622321813,3,186.2,6.49,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,369510361,2,63.3,1.24,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,877502599,4,166.3,6.09,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,302612461,4,62.5,2.37,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,326485242,2,48.2,1.56,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),0,1579016705,6,203.6,16.52,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,214417467,2,59.2,2.2,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3049824918,6,462.4,13.62,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,237024295,3,48.8,1.54,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,254851973,4,77.9,1.68,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),1,318549184,2,56.8,1.54,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1809543941,4,194.7,9.6,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1277021099,5,173.8,15.9,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,242788267,2,55.5,1.36,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,348587825,4,66.6,1.72,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,243233555,2,70.4,2.19,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,404000751,4,61.2,2.14,Urbana,1,Plana
